# ELENCOS REAIS — fonte enviada pelo dono do jogo em 23/09/2026.
#
# Formato de cada linha:  Nome | Posição | dd/mm/aaaa (idade) | Nacionalidades | Valor
# Linha que começa com "# CLUBE:" abre o elenco de um clube.
#
# O clube entre parênteses no nome do jogador é o clube DE ORIGEM de quem está
# emprestado — o jogador conta pro elenco do bloco, não pro clube do parêntese.
#
# Este arquivo é a fonte; games/core/fut_importar.php vira elenco do jogo.

# CLUBE: Flamengo
Kevin Ramírez | Ponta Esquerda | 01/04/1994 (32) | Uruguai | € 400 mil
Marcinho | Ponta Direita | 08/06/1995 (31) | Brasil | € 650 mil
Bruno Tubarão | Ponta Direita | 05/03/1995 (31) | Brasil | € 400 mil
Rubens | Ponta Direita | 28/03/2003 (23) | Brasil | € 250 mil
Franco Rossi | Centroavante | 26/06/2002 (24) | Argentina | € 1.50 mi.
Yannick Bolasie | Centroavante | 24/05/1989 (37) | RD Congo, França | € 150 mil
Tulio Eduardo | Centroavante | 27/10/2004 (21) | Brasil | -

# CLUBE: Fortaleza
João Ricardo | Goleiro | 06/09/1988 (38) | Brasil | € 300 mil
Magrão | Goleiro | 15/05/2000 (26) | Brasil | € 250 mil
Vinícius | Goleiro | 28/03/1994 (32) | Brasil | € 250 mil
Lucas Gazal | Zagueiro | 06/08/1999 (27) | Brasil | € 1.20 mi.
Tomás Cardona | Zagueiro | 10/10/1995 (30) | Argentina, Itália | € 900 mil
Bastos | Zagueiro | 27/03/1991 (35) | Angola, Portugal | € 600 mil
Luan Freitas | Zagueiro | 20/01/2001 (25) | Brasil | € 500 mil
Kauã Rocha | Zagueiro | 13/03/2007 (19) | Brasil | € 500 mil
Neris | Zagueiro | 17/06/1992 (34) | Brasil | € 200 mil
Gabriel Fuentes | Lateral Esq. | 09/02/1997 (29) | Colômbia | € 1.70 mi.
Kaio Henrique | Lateral Esq. | 22/03/2006 (20) | Brasil | € 1.30 mi.
Maurício Mucuri | Lateral Esq. | 11/05/2001 (25) | Brasil | € 600 mil
Maílton | Lateral Dir. | 31/05/1998 (28) | Brasil | € 2.30 mi.
Paulinho | Lateral Dir. | 23/05/2005 (21) | Brasil | € 400 mil
Ryan | Volante | 15/07/2003 (23) | Brasil | € 3.00 mi.
Ronald | Volante | 11/02/2003 (23) | Brasil | € 2.50 mi.
Jailson | Volante | 07/09/1995 (31) | Brasil | € 700 mil
Rodrigo Santos | Volante | 18/09/2000 (26) | Brasil | € 500 mil
Lucas Sasha | Volante | 01/03/1990 (36) | Brasil, Itália | € 150 mil
Pierre | Meia Central | 12/03/2002 (24) | Brasil | € 1.00 mi.
Lucca Prior | Meia Ofensivo | 12/02/2004 (22) | Brasil | € 750 mil
Lucas Crispim | Meia Ofensivo | 19/06/1994 (32) | Brasil, Itália | € 700 mil
Lucas Emanoel | Meia Ofensivo | 14/07/2006 (20) | Brasil | € 300 mil
Luiz Fernando | Ponta Esquerda | 16/10/1996 (29) | Brasil | € 1.80 mi.
Rodriguinho | Ponta Esquerda | 05/06/2003 (23) | Brasil | € 900 mil
Paulo Baya | Ponta Esquerda | 26/07/1999 (27) | Brasil | € 800 mil
Vitinho | Ponta Direita | 23/04/2001 (25) | Brasil | € 3.00 mi.
Welliton | Ponta Direita | 14/07/2000 (26) | Brasil | € 900 mil
Pedro Henrique | Ponta Direita | 16/06/1990 (36) | Brasil | € 400 mil
Juan Miritello | Centroavante | 08/02/1999 (27) | Argentina | € 2.30 mi.
Nathan Fogaça | Centroavante | 09/06/1999 (27) | Brasil | € 1.50 mi.
Chico da Costa | Centroavante | 05/05/1995 (31) | Brasil, Itália | € 1.00 mi.
Juan Cantillo | Centroavante | 08/01/2003 (23) | Colômbia | € 200 mil

# CLUBE: Sport Recife
Thiago Couto | Goleiro | 26/03/1999 (27) | Brasil | € 900 mil
Brenno | Goleiro | 01/04/1999 (27) | Brasil | € 500 mil
Denis | Goleiro | 14/04/1987 (39) | Brasil | € 25 mil
Adriano | Goleiro | 07/03/2003 (23) | Brasil | -
Marcelo Benevenuto | Zagueiro | 07/01/1996 (30) | Brasil | € 900 mil
Habraão | Zagueiro | 26/06/2001 (25) | Brasil | € 800 mil
Kayky Almeida | Zagueiro | 01/05/2005 (21) | Brasil | € 800 mil
Marcelo Ajul | Zagueiro | 26/08/2002 (24) | Brasil | € 600 mil
Patrick | Zagueiro | 27/02/2005 (21) | Brasil | -
Felipinho | Lateral Esq. | 13/01/1997 (29) | Brasil | € 900 mil
Raí | Lateral Esq. | 28/03/2000 (26) | Brasil | € 350 mil
Edson Lucas | Lateral Esq. | 30/07/2000 (26) | Brasil | € 50 mil
Claudinho | Lateral Dir. | 24/09/2000 (25) | Brasil | € 1.70 mi.
Augusto Pucci | Lateral Dir. | 03/11/2007 (18) | Brasil | € 700 mil
Patrick de Paula | Volante | 08/09/1999 (27) | Brasil | € 2.50 mi.
Zé Gabriel | Volante | 21/01/1999 (27) | Brasil | € 550 mil
Murilo Rhikman | Volante | 13/03/2006 (20) | Brasil | € 500 mil
Willian Oliveira | Volante | 16/05/1993 (33) | Brasil | € 300 mil
Fernando Sobral | Meia Central | 17/12/1994 (31) | Brasil | € 1.50 mi.
Fábio Matheus | Meia Central | 13/04/2003 (23) | Brasil | € 500 mil
Juan Alano | Meia Direita | 02/09/1996 (30) | Brasil | € 900 mil
Kervin Andrade | Meia Ofensivo | 13/04/2005 (21) | Venezuela | € 1.30 mi.
Biel Fonseca | Meia Ofensivo | 19/03/2002 (24) | Brasil | € 500 mil
Diego Hernández | Ponta Esquerda | 22/06/2000 (26) | Uruguai, Colômbia | € 1.50 mi.
Carlos de Pena | Ponta Esquerda | 11/03/1992 (34) | Uruguai, Itália | € 750 mil
Clayson | Ponta Esquerda | 19/03/1995 (31) | Brasil | € 700 mil
Marlon | Ponta Esquerda | 15/09/1997 (29) | Brasil | € 400 mil
Chrystian Barletta | Ponta Direita | 05/07/2001 (25) | Brasil, Itália | € 2.50 mi.
Dudu Teodora | Centroavante | 10/08/1999 (27) | Brasil | € 1.00 mi.
Perotti | Centroavante | 22/11/1997 (28) | Brasil | € 900 mil
Neto Pessoa | Centroavante | 16/05/1994 (32) | Brasil | € 350 mil

# CLUBE: Juventude
Jandrei | Goleiro | 01/03/1993 (33) | Brasil, Itália | € 200 mil
Pedro Rocha | Goleiro | 01/06/1998 (28) | Brasil | -
Ruan Carneiro | Goleiro | 28/03/1990 (36) | Brasil | -
Zé Henrique | Goleiro | 23/10/2004 (21) | Brasil | -
Messias | Zagueiro | 03/11/1994 (31) | Brasil | € 500 mil
Rodrigo Sam | Zagueiro | 24/07/1995 (31) | Brasil | € 350 mil
Marcos Paulo | Zagueiro | 18/01/2003 (23) | Brasil | € 300 mil
Gabriel Pinheiro | Zagueiro | 19/04/1997 (29) | Brasil | € 250 mil
Titi | Zagueiro | 12/03/1988 (38) | Brasil | € 50 mil
Patryck | Lateral Esq. | 18/01/2003 (23) | Brasil | € 1.20 mi.
Wadson | Lateral Esq. | 02/09/2000 (26) | Brasil | € 200 mil
Diogo Barbosa | Lateral Esq. | 17/08/1992 (34) | Brasil | € 200 mil
Alan Ruschel | Lateral Esq. | 23/08/1989 (37) | Brasil | € 75 mil
Nathan | Lateral Dir. | 05/09/2001 (25) | Brasil | € 1.20 mi.
Raí Ramos | Lateral Dir. | 06/05/1994 (32) | Brasil | € 300 mil
Aderlan | Lateral Dir. | 18/08/1990 (36) | Brasil | € 100 mil
Lucas Mineiro | Volante | 24/02/1996 (30) | Brasil | € 900 mil
Gabriel Pires | Volante | 18/09/1993 (33) | Brasil, Portugal | € 400 mil
Luan Martins | Volante | 20/10/1998 (27) | Brasil | € 250 mil
Iba Ly | Volante | 22/01/2003 (23) | Senegal | € 250 mil
Davi Góes | Volante | 22/06/2005 (21) | Brasil | € 250 mil
Mandaca | Meia Central | 02/10/2001 (24) | Brasil | € 2.20 mi.
Pablo Roberto | Meia Central | 14/11/1999 (26) | Brasil | € 600 mil
Raí | Meia Ofensivo | 21/04/2002 (24) | Brasil | € 700 mil
Ray Breno | Meia Ofensivo | 31/08/2004 (22) | Brasil | -
Marcos Paulo Ju | Ponta Esquerda | 01/02/2001 (25) | Brasil | € 550 mil
Allanzinho | Ponta Esquerda | 04/04/2000 (26) | Brasil | € 400 mil
Fábio Lima | Ponta Esquerda | 22/12/1996 (29) | Brasil | € 300 mil
Manuel Castro | Ponta Direita | 27/09/1995 (30) | Uruguai | € 1.00 mi.
Juan Christian | Ponta Direita | 10/03/2001 (25) | Brasil | € 600 mil
Lucas Alves | Centroavante | 21/04/2002 (24) | Brasil | -
Alisson Safira | Centroavante | 17/03/1995 (31) | Brasil | € 750 mil
Luis Amarilla | Centroavante | 25/08/1995 (31) | Paraguai | € 500 mil
Alan Kardec | Centroavante | 12/01/1989 (37) | Brasil, Itália | € 100 mil

# CLUBE: Ceará
Matheus Nogueira | Goleiro | 20/09/1997 (29) | Brasil | € 300 mil
Richard Costa | Goleiro | 01/03/1991 (35) | Brasil | € 100 mil
Caíque França | Goleiro | 03/06/1995 (31) | Brasil | -
Luizão | Zagueiro | 09/10/1992 (33) | Brasil | € 550 mil
Thalisson | Zagueiro | 20/01/2002 (24) | Brasil | € 400 mil
Júlio César | Zagueiro | 28/09/2003 (22) | Brasil | € 400 mil
Éder | Zagueiro | 05/04/1995 (31) | Brasil | € 250 mil
Luiz Otávio | Zagueiro | 14/09/1988 (38) | Brasil | € 50 mil
Stanley Boateng | Zagueiro | 22/03/2005 (21) | Gana | -
Pedro Gilmar | Zagueiro | 02/04/2006 (20) | Brasil | -
Sávio | Lateral Esq. | 26/05/1995 (31) | Brasil | € 350 mil
Sánchez | Lateral Esq. | 28/09/1995 (30) | Colômbia | € 25 mil
Rafael Ramos | Lateral Dir. | 09/01/1995 (31) | Portugal | € 400 mil
Bryan Borges | Lateral Dir. | 03/08/1996 (30) | Brasil | € 300 mil
Zanocelo | Volante | 30/01/2001 (25) | Brasil | € 2.00 mi.
Richardson | Volante | 17/08/1991 (35) | Brasil | € 100 mil
João Gabriel | Volante | 15/04/2006 (20) | Brasil | -
Giovanni Pavani | Meia Central | 22/11/1996 (29) | Brasil | € 350 mil
Matheus Araújo | Meia Ofensivo | 22/05/2002 (24) | Brasil | € 1.50 mi.
Melk | Meia Ofensivo | 28/07/2006 (20) | Brasil | € 350 mil
Vina | Meia Ofensivo | 15/04/1991 (35) | Brasil | € 250 mil
Lucas Mugni | Meia Ofensivo | 12/01/1992 (34) | Argentina | € 200 mil
Lenny Lobato | Ponta Esquerda | 03/02/2001 (25) | Brasil, Argentina | € 800 mil
Nicolás Ferreira | Ponta Esquerda | 07/02/2002 (24) | Argentina | € 600 mil
Rian Santana | Ponta Esquerda | 23/01/2001 (25) | Brasil | -
Kauã | Ponta Esquerda | 01/03/2006 (20) | Brasil | -
Wendel | Centroavante | 02/08/2000 (26) | Brasil | € 2.00 mi.
Saulo Mineiro | Centroavante | 17/06/1997 (29) | Brasil | € 1.00 mi.
Renzo López | Centroavante | 16/04/1994 (32) | Uruguai, Itália | € 650 mil
Lucca | Centroavante | 02/04/2003 (23) | Brasil | € 600 mil

# CLUBE: Goiás
Tadeu | Goleiro | 04/02/1992 (34) | Brasil | € 900 mil
Ezequiel Oliveira | Goleiro | 13/06/2003 (23) | Brasil | € 100 mil
Thiago Rodrigues | Goleiro | 20/10/1988 (37) | Brasil | € 25 mil
Lucas Ribeiro | Zagueiro | 19/01/1999 (27) | Brasil | € 750 mil
Luisão | Zagueiro | 09/09/2003 (23) | Brasil | € 500 mil
Ramon Menezes | Zagueiro | 03/05/1995 (31) | Brasil | € 400 mil
Luiz Felipe | Zagueiro | 09/09/1993 (33) | Brasil, Itália | € 300 mil
Nicolas | Lateral Esq. | 24/02/1997 (29) | Brasil | € 700 mil
Djalma Silva | Lateral Esq. | 19/09/1994 (32) | Brasil | € 400 mil
Danilo Cunha | Lateral Esq. | 12/05/2007 (19) | Brasil | -
Rodrigo Soares | Lateral Dir. | 26/12/1992 (33) | Brasil | € 750 mil
Marcos Vinícius | Lateral Dir. | 26/03/1997 (29) | Brasil | € 400 mil
Filipe Machado | Volante | 20/01/1996 (30) | Brasil, Alemanha | € 1.00 mi.
Baldória | Volante | 21/04/2005 (21) | Brasil | € 400 mil
Lucas Rodrigues | Volante | 29/10/2007 (18) | Brasil | € 150 mil
Juninho | Volante | 23/10/1987 (38) | Brasil | € 50 mil
Lourenço | Meia Central | 07/09/1997 (29) | Brasil | € 2.50 mi.
Lucas Lima | Meia Ofensivo | 09/07/1990 (36) | Brasil | € 300 mil
Gegê | Meia Ofensivo | 28/01/1994 (32) | Brasil | € 200 mil
Brayann | Meia Ofensivo | 25/10/1997 (28) | Brasil | € 200 mil
Bruno Sávio | Meia Ofensivo | 01/08/1994 (32) | Brasil | € 150 mil
Jean Carlos | Meia Ofensivo | 08/05/2005 (21) | Brasil | € 100 mil
Esli García | Ponta Esquerda | 14/07/2000 (26) | Venezuela | € 500 mil
Kadu | Ponta Esquerda | 03/03/2002 (24) | Brasil | -
Pedrinho | Ponta Direita | 23/03/2004 (22) | Brasil | € 600 mil
Wellington Rato | Ponta Direita | 18/06/1992 (34) | Brasil | € 450 mil
Halerrandrio | Ponta Direita | 08/07/2006 (20) | Brasil | € 50 mil
Vitor Hugo | Ponta Direita | 24/02/2004 (22) | Brasil | -
Cadu | Centroavante | 24/05/2004 (22) | Brasil | € 600 mil
Anselmo Ramon | Centroavante | 23/06/1988 (38) | Brasil | € 25 mil
Felipe Clemente | Centroavante | 17/06/1999 (27) | Brasil | -

# CLUBE: Novorizontino
Jordi | Goleiro | 03/09/1993 (33) | Brasil | € 350 mil
César | Goleiro | 16/02/1995 (31) | Brasil | € 300 mil
Lucas | Goleiro | 21/06/1998 (28) | Brasil | -
João Scapin | Goleiro | 12/02/2004 (22) | Brasil | -
Paulo Henrique | Goleiro | 14/04/1991 (35) | Brasil | -
Patrick | Zagueiro | 09/04/1999 (27) | Brasil | € 500 mil
Alexis Alvariño | Zagueiro | 01/02/2001 (25) | Argentina | € 450 mil
Carlinhos | Zagueiro | 16/06/1995 (31) | Brasil | € 200 mil
Eduardo Brock | Zagueiro | 06/05/1991 (35) | Brasil, Alemanha | € 150 mil
Gabriel Bahia | Zagueiro | 24/11/1998 (27) | Brasil | € 50 mil
Renato Palm | Zagueiro | 14/10/1991 (34) | Brasil | € 50 mil
Maykon Jesus | Lateral Esq. | 07/12/2005 (20) | Brasil | € 500 mil
Sander | Lateral Esq. | 03/10/1990 (35) | Brasil | € 75 mil
Jhilmar Lora | Lateral Dir. | 24/10/2000 (25) | Peru | € 600 mil
Madson | Lateral Dir. | 13/01/1992 (34) | Brasil | € 175 mil
Léo Naldi | Volante | 18/08/2001 (25) | Brasil | € 600 mil
Luís Oyama | Volante | 30/01/1997 (29) | Brasil, Japão | € 500 mil
Marlon | Volante | 26/02/1990 (36) | Brasil | € 100 mil
Luiz Gabriel | Volante | 22/01/2005 (21) | Brasil | -
Matheus Bianqui | Meia Central | 31/01/1998 (28) | Brasil | € 700 mil
Tavinho | Meia Central | 19/07/2004 (22) | Brasil | € 500 mil
Diego Galo | Meia Central | 04/06/2005 (21) | Brasil | € 500 mil
Rômulo | Meia Ofensivo | 07/10/2001 (24) | Brasil | € 2.50 mi.
Juninho | Meia Ofensivo | 23/01/2001 (25) | Brasil | € 1.20 mi.
Christian Ortíz | Meia Ofensivo | 20/08/1992 (34) | Argentina | € 250 mil
Vinícius Paiva | Ponta Direita | 01/03/2001 (25) | Brasil | € 450 mil
Robson | Ponta Direita | 30/05/1991 (35) | Brasil | € 400 mil
Ronald Barcellos | Ponta Direita | 02/03/2002 (24) | Brasil | -
Hélio Borges | Ponta Direita | 15/05/2000 (26) | Brasil | -
Hector Bianchi | Ponta Direita | 21/06/2005 (21) | Brasil | -
Jardiel | Centroavante | 21/03/2005 (21) | Brasil | € 500 mil
Carlão | Centroavante | 03/07/1992 (34) | Brasil | € 250 mil
Diego Mathias | Centroavante | 12/06/1999 (27) | Brasil | € 150 mil
Nicolas Careca | Centroavante | 18/05/1997 (29) | Brasil | € 100 mil
