# ELENCOS REAIS — fonte enviada pelo dono do jogo em 23/09/2026.
#
# Formato de cada linha:  Nome | Posição | dd/mm/aaaa (idade) | Nacionalidades | Valor
# Linha que começa com "# CLUBE:" abre o elenco de um clube.
#
# O clube entre parênteses no nome do jogador é o clube DE ORIGEM de quem está
# emprestado — o jogador conta pro elenco do bloco, não pro clube do parêntese.
#
# Este arquivo é a fonte; games/core/fut_importar.php vira elenco do jogo.

# CLUBE: Flamengo
Kawê | Ponta Direita | 22/06/2002 (24) | Brasil | € 300 mil
Isidro Pitta | Centroavante | 14/08/1999 (27) | Paraguai | € 7.50 mi.
Wallace Yan | Centroavante | 08/02/2005 (21) | Brasil | € 5.00 mi.
Fernando | Centroavante | 01/03/1999 (27) | Brasil | € 1.50 mi.
Eduardo Sasha | Centroavante | 24/02/1992 (34) | Brasil | € 800 mil
Gabriel Novaes | Centroavante | 05/04/1999 (27) | Brasil | € 600 mil

# CLUBE: Atlético-MG
Everson | Goleiro | 22/07/1990 (36) | Brasil | € 900 mil
Pedro Cobra | Goleiro | 15/05/2006 (20) | Brasil | € 600 mil
Gabriel Delfim | Goleiro | 10/07/2002 (24) | Brasil | € 300 mil
Robert | Goleiro | 03/02/2005 (21) | Brasil | -
Lyanco | Zagueiro | 01/02/1997 (29) | Brasil, Sérvia | € 4.50 mi.
Ruan | Zagueiro | 07/06/1999 (27) | Brasil | € 4.00 mi.
Léo Duarte | Zagueiro | 17/07/1996 (30) | Brasil | € 2.50 mi.
Vitor Hugo | Zagueiro | 20/05/1991 (35) | Brasil | € 500 mil
Vitão | Zagueiro | 04/03/2008 (18) | Brasil | -
Renan Lodi | Lateral Esq. | 08/04/1998 (28) | Brasil, Itália | € 11.00 mi.
Kauã Pascini | Lateral Esq. | 05/03/2008 (18) | Brasil | € 500 mil
Natanael | Lateral Dir. | 05/01/2002 (24) | Brasil | € 4.50 mi.
Angelo Preciado | Lateral Dir. | 18/02/1998 (28) | Equador | € 3.50 mi.
Alexsander | Volante | 08/10/2003 (22) | Brasil | € 5.50 mi.
Kevin Castaño | Volante | 29/09/2000 (25) | Colômbia | € 5.00 mi.
Tomás Pérez | Volante | 26/08/2005 (21) | Argentina | € 3.00 mi.
Victor Hugo | Meia Central | 11/05/2004 (22) | Brasil | € 7.00 mi.
Fred | Meia Central | 05/03/1993 (33) | Brasil | € 4.50 mi.
Alan Franco | Meia Central | 21/08/1998 (28) | Equador | € 4.50 mi.
Maycon | Meia Central | 15/07/1997 (29) | Brasil | € 2.00 mi.
Mamady Cissé | Meia Central | 01/07/2007 (19) | Guiné | € 1.00 mi.
Índio | Meia Central | 03/04/2008 (18) | Brasil | -
Gustavo Scarpa | Meia Ofensivo | 05/01/1994 (32) | Brasil, Itália | € 4.50 mi.
Igor Gomes | Meia Ofensivo | 17/03/1999 (27) | Brasil | € 2.50 mi.
Reinier | Meia Ofensivo | 19/01/2002 (24) | Brasil | € 2.00 mi.
Tomás Cuello | Ponta Esquerda | 05/03/2000 (26) | Argentina, Itália | € 6.00 mi.
Dudu | Ponta Esquerda | 07/01/1992 (34) | Brasil | € 800 mil
Bernard | Ponta Esquerda | 08/09/1992 (34) | Brasil | € 600 mil
Alan Minda | Ponta Direita | 14/05/2003 (23) | Equador | € 3.00 mi.
Mateo Cassierra | Centroavante | 13/04/1997 (29) | Colômbia | € 8.00 mi.
Thiago Borbas | Centroavante | 07/04/2002 (24) | Uruguai | € 3.50 mi.
Cauã Soares | Centroavante | 30/06/2008 (18) | Brasil | € 500 mil

# CLUBE: São Paulo
Carlos Coronel | Goleiro | 29/12/1996 (29) | Brasil, Paraguai | € 1.50 mi.
Rafael | Goleiro | 23/06/1989 (37) | Brasil | € 400 mil
Young | Goleiro | 07/03/2002 (24) | Brasil | € 100 mil
João Pedro | Goleiro | 10/04/2006 (20) | Brasil | -
Felipe Preis | Goleiro | 19/11/2005 (20) | Brasil | -
Sabino | Zagueiro | 25/10/1996 (29) | Brasil | € 1.00 mi.
Matheus Belém | Zagueiro | 13/03/2003 (23) | Brasil | € 800 mil
Rafael Tolói | Zagueiro | 10/10/1990 (35) | Brasil, Itália | € 800 mil
Domingos Duarte | Zagueiro | 10/03/1995 (31) | Portugal | € 800 mil
Robert Arboleda | Zagueiro | 22/10/1991 (34) | Equador | € 400 mil
Isac | Zagueiro | 02/04/2006 (20) | Brasil | -
Luis Osorio | Zagueiro | 06/09/2006 (20) | Colômbia | -
Iago | Lateral Esq. | 23/03/1997 (29) | Brasil | € 3.50 mi.
Enzo Díaz | Lateral Esq. | 07/12/1995 (30) | Argentina | € 3.00 mi.
Wendell | Lateral Esq. | 20/07/1993 (33) | Brasil, Portugal | € 1.50 mi.
Nicolas | Lateral Esq. | 08/04/2007 (19) | Brasil | -
Pedro Lima | Lateral Dir. | 01/07/2006 (20) | Brasil | € 4.00 mi.
Aurélio Buta | Lateral Dir. | 10/02/1997 (29) | Portugal, Angola | € 2.00 mi.
Lucas Ramon | Lateral Dir. | 07/03/1994 (32) | Brasil | € 700 mil
Cédric Soares | Lateral Dir. | 31/08/1991 (35) | Portugal, Alemanha | € 500 mil
Igor Felisberto | Lateral Dir. | 07/03/2007 (19) | Brasil | -
Pablo Maia | Volante | 10/01/2002 (24) | Brasil | € 5.00 mi.
Newton | Volante | 12/03/2000 (26) | Brasil | € 3.00 mi.
Marcos Antônio | Meia Central | 13/06/2000 (26) | Brasil | € 12.00 mi.
Damián Bobadilla | Meia Central | 11/07/2001 (25) | Paraguai | € 8.00 mi.
Danielzinho | Meia Central | 04/11/1994 (31) | Brasil | € 1.00 mi.
Djhordney | Meia Central | 17/06/2007 (19) | Brasil | € 500 mil
Cauly | Meia Ofensivo | 15/09/1995 (31) | Brasil, Alemanha | € 3.00 mi.
Pedro Ferreira | Meia Ofensivo | 24/04/2007 (19) | Brasil | -
Ferreirinha | Ponta Esquerda | 31/12/1997 (28) | Brasil | € 4.00 mi.
Lucca | Ponta Esquerda | 14/06/2007 (19) | Brasil | € 3.00 mi.
Victor Sá | Ponta Esquerda | 27/03/1994 (32) | Brasil | € 2.50 mi.
Tetê | Ponta Esquerda | 14/04/2007 (19) | Brasil | € 1.00 mi.
Artur | Ponta Direita | 15/02/1998 (28) | Brasil | € 8.00 mi.
Lucas Moura | Ponta Direita | 13/08/1992 (34) | Brasil | € 2.00 mi.
Ryan Francisco | Centroavante | 21/11/2006 (19) | Brasil | € 4.50 mi.
André Silva | Centroavante | 03/06/1997 (29) | Brasil | € 3.00 mi.
Jonathan Calleri | Centroavante | 23/09/1993 (33) | Argentina, Itália | € 1.50 mi.
Luciano | Centroavante | 18/05/1993 (33) | Brasil | € 1.30 mi.
Gustavo Santana | Centroavante | 02/09/2005 (21) | Brasil | -

# CLUBE: Grêmio
Gabriel Grando | Goleiro | 29/03/2000 (26) | Brasil | € 1.50 mi.
Weverton | Goleiro | 13/12/1987 (38) | Brasil | € 700 mil
Thiago Beltrame | Goleiro | 02/07/2003 (23) | Brasil | -
Gabriel Menegon | Goleiro | 14/10/2008 (17) | Brasil | -
Gustavo Martins | Zagueiro | 11/08/2002 (24) | Brasil | € 4.00 mi.
Wagner Leonardo | Zagueiro | 23/07/1999 (27) | Brasil | € 3.00 mi.
Fabián Balbuena | Zagueiro | 23/08/1991 (35) | Paraguai | € 900 mil
Walter Kannemann | Zagueiro | 14/03/1991 (35) | Argentina, Alemanha | € 350 mil
Wallace | Zagueiro | 06/12/2004 (21) | Brasil | € 200 mil
Athos Thawan | Zagueiro | 29/03/2005 (21) | Brasil | -
Luis Eduardo | Zagueiro | 16/01/2008 (18) | Brasil | -
Marlon | Lateral Esq. | 20/05/1997 (29) | Brasil | € 4.00 mi.
Caio Paulista | Lateral Esq. | 11/05/1998 (28) | Brasil | € 2.00 mi.
Pedro Gabriel | Lateral Esq. | 06/06/2007 (19) | Brasil | € 2.00 mi.
João Pedro | Lateral Dir. | 15/11/1996 (29) | Brasil | € 1.50 mi.
Diego Caito | Lateral Dir. | 07/06/2004 (22) | Brasil | € 800 mil
Marcos Rocha | Lateral Dir. | 11/12/1988 (37) | Brasil | € 200 mil
Erick Noriega | Volante | 22/10/2001 (24) | Peru, Japão | € 5.00 mi.
Mathías Villasanti | Volante | 24/01/1997 (29) | Paraguai | € 4.00 mi.
Danilo Barbosa | Volante | 28/02/1996 (30) | Brasil | € 2.00 mi.
Filip Krovinovic | Volante | 29/08/1995 (31) | Croácia | € 1.50 mi.
Dodi | Volante | 17/04/1996 (30) | Brasil | € 700 mil
Juan Nardoni | Meia Central | 14/07/2002 (24) | Argentina | € 9.00 mi.
Tiago Augusto | Meia Central | 02/02/2008 (18) | Brasil | € 500 mil
Riquelme | Meia Ofensivo | 13/08/2006 (20) | Brasil | € 2.00 mi.
Francis Amuzu | Ponta Esquerda | 23/08/1999 (27) | Gana, Bélgica | € 9.00 mi.
Jovane Cabral | Ponta Esquerda | 14/06/1998 (28) | Cabo Verde, Portugal | € 1.00 mi.
Tetê | Ponta Direita | 15/02/2000 (26) | Brasil | € 9.00 mi.
José Enamorado | Ponta Direita | 13/01/1999 (27) | Colômbia | € 3.00 mi.
Cristian Pavón | Ponta Direita | 21/01/1996 (30) | Argentina | € 1.70 mi.
Roger | Ponta Direita | 29/04/2008 (18) | Brasil | € 400 mil
Carlos Vinícius | Centroavante | 25/03/1995 (31) | Brasil | € 7.00 mi.
Matheus Nascimento | Centroavante | 03/03/2004 (22) | Brasil | € 2.00 mi.
Martin Braithwaite | Centroavante | 05/06/1991 (35) | Dinamarca | € 1.00 mi.

# CLUBE: Internacional
Anthoni | Goleiro | 23/01/2002 (24) | Brasil | € 3.00 mi.
Matheus Cunha | Goleiro | 24/05/2001 (25) | Brasil | € 3.00 mi.
Sergio Rochet | Goleiro | 23/03/1993 (33) | Uruguai, Itália | € 1.80 mi.
Kauan | Goleiro | 27/04/2003 (23) | Brasil | -
Diego Esser | Goleiro | 13/04/2005 (21) | Brasil | -
Victor Gabriel | Zagueiro | 28/04/2004 (22) | Brasil | € 5.00 mi.
Guillermo Maripán | Zagueiro | 06/05/1994 (32) | Chile | € 2.00 mi.
Félix Torres | Zagueiro | 11/01/1997 (29) | Equador | € 1.00 mi.
Juninho | Zagueiro | 01/02/1995 (31) | Brasil | € 700 mil
Gabriel Mercado | Zagueiro | 18/03/1987 (39) | Argentina | € 100 mil
Alexandro Bernabei | Lateral Esq. | 24/09/2000 (25) | Argentina, Itália | € 8.00 mi.
Matheus Bahia | Lateral Esq. | 11/08/1999 (27) | Brasil | € 3.00 mi.
Bruno Gomes | Lateral Dir. | 04/04/2001 (25) | Brasil | € 6.00 mi.
Braian Aguirre | Lateral Dir. | 28/07/2000 (26) | Argentina | € 2.50 mi.
Rodrigo Villagra | Volante | 14/02/2001 (25) | Argentina | € 3.50 mi.
Thiago Maia | Volante | 23/03/1997 (29) | Brasil | € 2.50 mi.
Ronaldo | Volante | 23/10/1996 (29) | Brasil | € 2.00 mi.
Benjamin | Volante | 29/05/2006 (20) | Brasil | -
Paulinho Paula | Meia Central | 08/01/1997 (29) | Brasil | € 1.00 mi.
Bruno Henrique | Meia Central | 21/10/1989 (36) | Brasil | € 300 mil
Niclas Eliasson | Meia Direita | 07/12/1995 (30) | Suécia | € 3.00 mi.
Alan Patrick | Meia Ofensivo | 13/05/1991 (35) | Brasil | € 2.00 mi.
Calebe | Meia Ofensivo | 30/04/2000 (26) | Brasil | € 1.80 mi.
Allex | Meia Ofensivo | 04/05/2006 (20) | Brasil | € 1.00 mi.
Yago Noal | Meia Ofensivo | 05/02/2007 (19) | Brasil | € 500 mil
Johan Carbonero | Ponta Esquerda | 20/07/1999 (27) | Colômbia | € 6.00 mi.
Vitinho | Ponta Esquerda | 01/04/1999 (27) | Brasil | € 5.00 mi.
Kayky | Ponta Direita | 11/06/2003 (23) | Brasil | € 5.00 mi.
Alerrandro | Centroavante | 12/01/2000 (26) | Brasil | € 3.00 mi.
Antonio Sanabria | Centroavante | 04/03/1996 (30) | Paraguai | € 1.80 mi.
Raykkonen | Centroavante | 13/07/2008 (18) | Brasil | € 1.00 mi.

# CLUBE: Athletico-PR
Mycael | Goleiro | 12/03/2004 (22) | Brasil | € 2.00 mi.
Santos | Goleiro | 17/03/1990 (36) | Brasil | € 400 mil
Matheus Soares | Goleiro | 10/01/2005 (21) | Brasil | -
Arthur Dias | Zagueiro | 10/04/2007 (19) | Brasil | € 3.00 mi.
Carlos Terán | Zagueiro | 24/09/2000 (25) | Colômbia | € 2.00 mi.
Juan Felipe Aguirre | Zagueiro | 29/08/1996 (30) | Colômbia | € 1.50 mi.
Léo | Zagueiro | 06/03/1996 (30) | Brasil | € 1.20 mi.
Dantas | Zagueiro | 25/07/2004 (22) | Brasil | € 700 mil
Lucas Esquivel | Lateral Esq. | 14/10/2001 (24) | Argentina | € 7.00 mi.
Léo Derik | Lateral Esq. | 24/07/2005 (21) | Brasil | € 2.50 mi.
Claudinho | Lateral Esq. | 26/10/2005 (20) | Brasil | -
Gastón Benavídez | Lateral Dir. | 23/10/1995 (30) | Argentina | € 3.50 mi.
Gilberto | Lateral Dir. | 07/03/1993 (33) | Brasil | € 2.20 mi.
Gilberto Junior | Lateral Dir. | 27/03/2005 (21) | Brasil | € 2.00 mi.
Luiz Gustavo | Volante | 23/07/1987 (39) | Brasil | € 200 mil
Juan Portilla | Meia Central | 12/09/1998 (28) | Colômbia | € 5.00 mi.
João Cruz | Meia Central | 12/05/2006 (20) | Brasil | € 2.00 mi.
Felipinho | Meia Central | 18/10/2001 (24) | Brasil | € 1.00 mi.
Jádson | Meia Central | 30/08/1993 (33) | Brasil | € 1.00 mi.
Alejandro García | Meia Central | 28/02/2001 (25) | Colômbia | € 700 mil
Dudu | Meia Ofensivo | 01/01/2006 (20) | Brasil | € 5.00 mi.
Bruno Zapelli | Meia Ofensivo | 16/05/2002 (24) | Argentina, Itália | € 4.50 mi.
Chiqueti | Meia Ofensivo | 02/09/2005 (21) | Brasil | € 3.00 mi.
Stiven Mendoza | Ponta Esquerda | 27/06/1992 (34) | Colômbia | € 600 mil
Kerwin Vargas | Ponta Direita | 02/01/2002 (24) | Colômbia | € 3.50 mi.
Leozinho | Ponta Direita | 05/12/1998 (27) | Brasil | € 750 mil
Kevin Viveros | Centroavante | 26/04/2000 (26) | Colômbia | € 10.00 mi.
Jorge Rivaldo | Centroavante | 28/09/2003 (22) | Colômbia | € 2.00 mi.
Renan Peixoto | Centroavante | 21/02/2000 (26) | Brasil | € 1.50 mi.
Renan Viana | Centroavante | 31/01/2003 (23) | Brasil | € 225 mil

# CLUBE: Coritiba
Pedro Morisco | Goleiro | 10/01/2004 (22) | Brasil | € 5.00 mi.
Pedro Rangel | Goleiro | 29/06/2000 (26) | Brasil | € 1.00 mi.
Keiller | Goleiro | 29/10/1996 (29) | Brasil | € 500 mil
Benassi | Goleiro | 17/12/2003 (22) | Brasil | € 50 mil
Jacy | Zagueiro | 11/07/1997 (29) | Brasil | € 2.50 mi.
Tiago Cóser | Zagueiro | 16/01/2004 (22) | Brasil | € 1.50 mi.
Maicon | Zagueiro | 14/09/1988 (38) | Brasil | € 100 mil
Rodrigo Moledo | Zagueiro | 27/10/1987 (38) | Brasil | € 100 mil
Thiago Santos | Zagueiro | 05/09/1989 (37) | Brasil | € 100 mil
Felipe Jonatan | Lateral Esq. | 15/02/1998 (28) | Brasil | € 2.00 mi.
Rodrigo Gelado | Lateral Esq. | 28/09/2003 (22) | Brasil | € 300 mil
Bruno Melo | Lateral Esq. | 26/10/1992 (33) | Brasil | € 250 mil
JP Chermont | Lateral Dir. | 18/01/2006 (20) | Brasil | € 4.00 mi.
Fabricio Bustos | Lateral Dir. | 28/04/1996 (30) | Argentina | € 1.80 mi.
Tinga | Lateral Dir. | 01/09/1993 (33) | Brasil | € 450 mil
Nicolás Fonseca | Volante | 19/10/1998 (27) | Uruguai, Itália | € 3.00 mi.
Richard | Volante | 18/02/1994 (32) | Brasil | € 500 mil
Sebastián Gómez | Meia Central | 03/06/1996 (30) | Colômbia | € 1.80 mi.
Vini Paulista | Meia Central | 22/03/2001 (25) | Brasil | € 1.00 mi.
Gustavo | Meia Ofensivo | 11/09/2002 (24) | Brasil | € 500 mil
Josué | Meia Ofensivo | 17/09/1990 (36) | Brasil | € 350 mil
Joaquín Lavega | Ponta Esquerda | 03/02/2005 (21) | Uruguai | € 4.00 mi.
Breno Lopes | Ponta Esquerda | 24/01/1996 (30) | Brasil | € 3.00 mi.
Brian Ocampo | Ponta Esquerda | 25/06/1999 (27) | Uruguai | € 1.00 mi.
Keno | Ponta Esquerda | 10/09/1989 (37) | Brasil | € 300 mil
Lucas Ronier | Ponta Direita | 26/11/2004 (21) | Brasil | € 6.00 mi.
Fabinho | Ponta Direita | 18/11/1999 (26) | Brasil | € 1.00 mi.
Pedro Rocha | Centroavante | 01/10/1994 (31) | Brasil | € 1.50 mi.
Renato Marques | Centroavante | 09/12/2003 (22) | Brasil | € 1.00 mi.
Rodrigo Rodrigues | Centroavante | 18/06/1996 (30) | Brasil | € 500 mil
Éberth | Centroavante | 19/06/2003 (23) | Brasil | € 250 mil
Paulo Roberto | Centroavante | 20/05/2005 (21) | Brasil | -

# CLUBE: Vitória
Lucas Arcanjo | Goleiro | 08/08/1998 (28) | Brasil | € 2.50 mi.
Fintelman | Goleiro | 20/07/2001 (25) | Brasil | € 100 mil
Yuri Sena | Goleiro | 03/01/2001 (25) | Brasil | -
Riccieli | Zagueiro | 17/09/1998 (28) | Brasil | € 1.80 mi.
Cacá | Zagueiro | 25/04/1999 (27) | Brasil | € 1.50 mi.
Zé Marcos | Zagueiro | 01/02/1998 (28) | Brasil | € 1.00 mi.
Edu Ribeiro | Zagueiro | 16/06/2000 (26) | Brasil | € 800 mil
Emanuel Brítez | Zagueiro | 26/03/1992 (34) | Argentina | € 500 mil
Camutanga | Zagueiro | 27/09/1993 (32) | Brasil | € 250 mil
Darlan | Zagueiro | 03/07/2003 (23) | Brasil | -
Luan Cândido | Lateral Esq. | 02/02/2001 (25) | Brasil | € 3.00 mi.
Ramon | Lateral Esq. | 13/03/2001 (25) | Brasil | € 2.00 mi.
Jamerson | Lateral Esq. | 09/09/1998 (28) | Brasil | € 800 mil
Nathan Mendes | Lateral Dir. | 19/08/2002 (24) | Brasil | € 1.50 mi.
Fabiano | Lateral Dir. | 14/03/2000 (26) | Brasil | € 1.50 mi.
Mateus Silva | Lateral Dir. | 07/10/1998 (27) | Brasil | € 800 mil
Walace | Volante | 04/04/1995 (31) | Brasil | € 2.50 mi.
Baralhas | Volante | 10/10/1998 (27) | Brasil | € 2.50 mi.
Rúben Ismael | Volante | 25/03/1999 (27) | Espanha | € 1.20 mi.
Dudu | Volante | 05/06/1999 (27) | Brasil | € 600 mil
Caíque Gonçalves | Volante | 10/10/1995 (30) | Brasil | € 500 mil
Zé Vitor | Meia Central | 02/05/2000 (26) | Brasil | € 500 mil
Tomás Pochettino | Meia Ofensivo | 01/02/1996 (30) | Argentina | € 3.50 mi.
Matheuzinho | Meia Ofensivo | 18/10/1997 (28) | Brasil | € 3.00 mi.
Emmanuel Martínez | Meia Ofensivo | 04/06/1994 (32) | Argentina | € 1.20 mi.
Diego Tarzia | Ponta Esquerda | 26/04/2003 (23) | Argentina | € 2.00 mi.
Renê | Ponta Esquerda | 07/10/2003 (22) | Brasil | € 1.00 mi.
Anderson Pato | Ponta Esquerda | 28/09/2002 (23) | Brasil | € 250 mil
Erick | Ponta Direita | 10/12/1997 (28) | Brasil | € 2.50 mi.
Ignacio Laquintana | Ponta Direita | 01/02/1999 (27) | Uruguai | € 1.00 mi.
Lucas Silva | Ponta Direita | 27/08/1999 (27) | Brasil | € 700 mil
Marinho | Ponta Direita | 29/05/1990 (36) | Brasil | € 200 mil
Osvaldo | Ponta Direita | 11/04/1987 (39) | Brasil | € 75 mil
Renato Kayzer | Centroavante | 17/02/1996 (30) | Brasil | € 1.00 mi.
Fabri | Centroavante | 08/10/2000 (25) | Brasil | € 900 mil
Alex Bruno | Centroavante | 07/01/1999 (27) | Brasil | € 300 mil

# CLUBE: Mirassol
Walter | Goleiro | 18/11/1987 (38) | Brasil | € 150 mil
Alex Muralha | Goleiro | 10/11/1989 (36) | Brasil | € 75 mil
Georgemy | Goleiro | 15/08/1995 (31) | Brasil | € 50 mil
Thomazella | Goleiro | 15/08/1990 (36) | Brasil | -
Willian Machado | Zagueiro | 13/11/1996 (29) | Brasil | € 2.00 mi.
João Victor | Zagueiro | 02/09/1997 (29) | Brasil | € 1.50 mi.
Lucas Oliveira | Zagueiro | 02/02/1996 (30) | Brasil | € 1.00 mi.
Gabriel | Zagueiro | 18/10/2003 (22) | Brasil | € 700 mil
Reinaldo | Lateral Esq. | 28/09/1989 (36) | Brasil | € 350 mil
Victor Luís | Lateral Esq. | 23/06/1993 (33) | Brasil | € 300 mil
Igor Formiga | Lateral Dir. | 08/01/1999 (27) | Brasil | € 2.00 mi.
Elias | Lateral Dir. | 16/07/1999 (27) | Brasil | € 550 mil
Daniel Borges | Lateral Dir. | 23/03/1993 (33) | Brasil | € 300 mil
Wesley Santos | Lateral Dir. | 06/06/2004 (22) | Brasil | € 100 mil
Neto Moura | Volante | 06/08/1996 (30) | Brasil | € 2.00 mi.
Wallisson | Volante | 23/09/1997 (29) | Brasil | € 900 mil
Gustavo Cazonatti | Volante | 03/07/1996 (30) | Brasil | € 450 mil
Denilson | Meia Central | 23/03/2001 (25) | Brasil | € 2.00 mi.
Aldo Filho | Meia Central | 25/07/1998 (28) | Brasil | € 1.50 mi.
Japa | Meia Central | 02/01/2004 (22) | Brasil | € 1.00 mi.
Shaylon | Meia Ofensivo | 27/04/1997 (29) | Brasil | € 1.00 mi.
Eduardo | Meia Ofensivo | 17/10/1989 (36) | Brasil | € 600 mil
Chico Kim | Meia Ofensivo | 16/05/1991 (35) | Coreia do Sul, Brasil | € 150 mil
Alesson | Ponta Esquerda | 16/02/1999 (27) | Brasil | € 2.50 mi.
Fernandinho | Ponta Esquerda | 19/07/1997 (29) | Brasil | € 600 mil
Negueba | Ponta Direita | 03/12/1999 (26) | Brasil | € 3.00 mi.
Gustavo Silva | Ponta Direita | 07/09/1997 (29) | Brasil | € 1.00 mi.
Carlos Eduardo | Ponta Direita | 10/10/1996 (29) | Brasil | € 500 mil
Luiz Filipe | Ponta Direita | 28/05/2001 (25) | Brasil | € 100 mil
Edson Carioca | Centroavante | 04/06/1997 (29) | Brasil | € 1.50 mi.
André Luis | Centroavante | 09/03/1994 (32) | Brasil | € 1.00 mi.
Zé Roberto | Centroavante | 14/09/1993 (33) | Brasil | € 400 mil
Bruno Santos | Centroavante | 18/11/1996 (29) | Brasil | € 200 mil

# CLUBE: Remo
Ivan | Goleiro | 02/07/1997 (29) | Brasil | € 1.00 mi.
Marcelo Rangel | Goleiro | 17/05/1988 (38) | Brasil | € 50 mil
Ygor Vinhas | Goleiro | 15/04/1994 (32) | Brasil | € 50 mil
Zé Ivaldo | Zagueiro | 21/02/1997 (29) | Brasil | € 2.00 mi.
Tchamba | Zagueiro | 10/07/1998 (28) | Camarões | € 800 mil
Matheus Felipe | Zagueiro | 09/11/1998 (27) | Brasil | € 650 mil
Léo Andrade | Zagueiro | 18/04/1998 (28) | Brasil | € 350 mil
Marllon | Zagueiro | 16/04/1992 (34) | Brasil | € 350 mil
Cristian Tassano | Zagueiro | 23/07/1996 (30) | Uruguai | € 350 mil
Mayk | Lateral Esq. | 31/08/1999 (27) | Brasil | € 500 mil
Marlon | Lateral Esq. | 13/02/1994 (32) | Brasil | € 300 mil
Edson Kauã | Lateral Esq. | 09/01/2004 (22) | Brasil | -
João Lucas | Lateral Dir. | 09/03/1998 (28) | Brasil | € 1.50 mi.
Matheus Alexandre | Lateral Dir. | 07/04/1999 (27) | Brasil | € 900 mil
Marcelinho | Lateral Dir. | 20/07/1998 (28) | Brasil | € 600 mil
Caio Magalhães | Lateral Dir. | 10/11/2004 (21) | Brasil | -
Leonel Picco | Volante | 22/10/1998 (27) | Argentina | € 3.00 mi.
Zé Welison | Volante | 11/03/1995 (31) | Brasil | € 1.00 mi.
David Braga | Volante | 11/12/2001 (24) | Brasil | € 650 mil
Edson Fernando | Volante | 24/04/1998 (28) | Brasil | € 500 mil
Zé Ricardo | Volante | 03/02/1999 (27) | Brasil | € 500 mil
Patrick | Meia Central | 29/07/1992 (34) | Brasil | € 600 mil
Franco Catarozzi | Meia Central | 02/04/2000 (26) | Uruguai, Itália | € 350 mil
Vitor Bueno | Meia Ofensivo | 05/09/1994 (32) | Brasil | € 1.00 mi.
Jajá | Ponta Esquerda | 12/11/1998 (27) | Brasil | € 800 mil
Jáderson | Ponta Esquerda | 12/08/2000 (26) | Brasil | € 750 mil
Alef Manga | Ponta Esquerda | 29/11/1994 (31) | Brasil | € 600 mil
Antonio Galeano | Ponta Direita | 22/03/2000 (26) | Paraguai | € 3.50 mi.
Yago Pikachu | Ponta Direita | 05/06/1992 (34) | Brasil | € 600 mil
Tico | Ponta Direita | 21/09/2006 (20) | Brasil | -
Gabriel Taliari | Centroavante | 13/04/1997 (29) | Brasil | € 1.80 mi.
Gabriel Poveda | Centroavante | 07/07/1998 (28) | Brasil | € 500 mil
Eduardo Melo | Centroavante | 13/05/2001 (25) | Brasil | € 75 mil

# CLUBE: Chapecoense
Anderson | Goleiro | 05/03/1998 (28) | Brasil | € 450 mil
Rafael Santos | Goleiro | 14/03/1989 (37) | Brasil | € 75 mil
Gabriel Werner | Goleiro | 14/07/2003 (23) | Brasil | -
Matheus Aurélio | Goleiro | 23/06/1999 (27) | Brasil | -
Doma | Zagueiro | 29/08/1998 (28) | Brasil | € 1.20 mi.
João Paulo | Zagueiro | 04/07/1997 (29) | Brasil | € 700 mil
Victor Caetano | Zagueiro | 19/10/1997 (28) | Brasil | € 700 mil
Rafael Thyere | Zagueiro | 17/05/1993 (33) | Brasil | € 250 mil
Kauan Faria | Zagueiro | 07/04/2003 (23) | Brasil | -
Vinicius Eduardo | Zagueiro | 18/02/2005 (21) | Brasil | -
Mancha | Lateral Esq. | 13/02/2001 (25) | Brasil | € 500 mil
Fernando | Lateral Esq. | 14/09/1999 (27) | Brasil | € 400 mil
Bruno Pacheco | Lateral Esq. | 08/12/1991 (34) | Brasil | € 250 mil
Da Silva | Lateral Esq. | 16/11/1999 (26) | Brasil | -
Dudu | Lateral Dir. | 30/05/1997 (29) | Brasil | € 700 mil
Heitor | Lateral Dir. | 05/11/2000 (25) | Brasil | € 450 mil
Everton | Lateral Dir. | 10/04/1995 (31) | Brasil | € 300 mil
Gustavo Talles | Lateral Dir. | 14/07/2003 (23) | Brasil | -
Carvalheira | Volante | 26/05/1999 (27) | Brasil | € 2.50 mi.
Camilo | Volante | 23/02/1999 (27) | Brasil | € 2.00 mi.
Vinicius Balieiro | Volante | 28/05/1999 (27) | Brasil | € 400 mil
Rosivan | Volante | 20/03/2000 (26) | Brasil | -
Yago Felipe | Meia Central | 03/02/1995 (31) | Brasil | € 1.20 mi.
Bruno Matias | Meia Central | 24/02/1999 (27) | Brasil | € 500 mil
David Antunes | Meia Central | 17/08/2005 (21) | Brasil | € 200 mil
Robert Santos | Meia Ofensivo | 20/07/2003 (23) | Brasil | € 1.00 mi.
Max | Meia Ofensivo | 12/05/2001 (25) | Brasil | € 600 mil
Miguel Carvalho | Meia Ofensivo | 09/03/2005 (21) | Brasil | € 325 mil
Giovanni Augusto | Meia Ofensivo | 05/09/1989 (37) | Brasil | € 150 mil
Dylan Borrero | Ponta Esquerda | 05/01/2002 (24) | Colômbia | € 1.00 mi.
Maurício Garcez | Ponta Esquerda | 16/03/1997 (29) | Brasil | € 800 mil
